experiment_id	dataset	seed	config_path	output_root	method	controller_scope	controller_bundle
r23_e1_r15_jobs_seed300	jobs	300	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_jobs_seed300.yaml	outputs/thesis_main_seen_repeat15/jobs/seed300	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_jobs_seed400	jobs	400	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_jobs_seed400.yaml	outputs/thesis_main_seen_repeat15/jobs/seed400	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_jobs_seed500	jobs	500	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_jobs_seed500.yaml	outputs/thesis_main_seen_repeat15/jobs/seed500	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_jobs_seed600	jobs	600	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_jobs_seed600.yaml	outputs/thesis_main_seen_repeat15/jobs/seed600	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_jobs_seed700	jobs	700	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_jobs_seed700.yaml	outputs/thesis_main_seen_repeat15/jobs/seed700	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed42	congressional	42	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed42.yaml	outputs/thesis_main_seen_repeat15/congressional/seed42	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed123	congressional	123	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed123.yaml	outputs/thesis_main_seen_repeat15/congressional/seed123	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed456	congressional	456	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed456.yaml	outputs/thesis_main_seen_repeat15/congressional/seed456	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed789	congressional	789	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed789.yaml	outputs/thesis_main_seen_repeat15/congressional/seed789	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed1024	congressional	1024	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed1024.yaml	outputs/thesis_main_seen_repeat15/congressional/seed1024	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed2048	congressional	2048	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed2048.yaml	outputs/thesis_main_seen_repeat15/congressional/seed2048	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed4096	congressional	4096	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed4096.yaml	outputs/thesis_main_seen_repeat15/congressional/seed4096	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed8192	congressional	8192	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed8192.yaml	outputs/thesis_main_seen_repeat15/congressional/seed8192	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed100	congressional	100	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed100.yaml	outputs/thesis_main_seen_repeat15/congressional/seed100	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed200	congressional	200	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed200.yaml	outputs/thesis_main_seen_repeat15/congressional/seed200	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed300	congressional	300	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed300.yaml	outputs/thesis_main_seen_repeat15/congressional/seed300	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed400	congressional	400	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed400.yaml	outputs/thesis_main_seen_repeat15/congressional/seed400	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed500	congressional	500	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed500.yaml	outputs/thesis_main_seen_repeat15/congressional/seed500	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed600	congressional	600	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed600.yaml	outputs/thesis_main_seen_repeat15/congressional/seed600	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_congressional_seed700	congressional	700	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_congressional_seed700.yaml	outputs/thesis_main_seen_repeat15/congressional/seed700	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed42	forums	42	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed42.yaml	outputs/thesis_main_seen_repeat15/forums/seed42	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed123	forums	123	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed123.yaml	outputs/thesis_main_seen_repeat15/forums/seed123	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed456	forums	456	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed456.yaml	outputs/thesis_main_seen_repeat15/forums/seed456	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed789	forums	789	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed789.yaml	outputs/thesis_main_seen_repeat15/forums/seed789	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed1024	forums	1024	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed1024.yaml	outputs/thesis_main_seen_repeat15/forums/seed1024	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed2048	forums	2048	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed2048.yaml	outputs/thesis_main_seen_repeat15/forums/seed2048	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed4096	forums	4096	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed4096.yaml	outputs/thesis_main_seen_repeat15/forums/seed4096	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed8192	forums	8192	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed8192.yaml	outputs/thesis_main_seen_repeat15/forums/seed8192	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed100	forums	100	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed100.yaml	outputs/thesis_main_seen_repeat15/forums/seed100	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed200	forums	200	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed200.yaml	outputs/thesis_main_seen_repeat15/forums/seed200	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed300	forums	300	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed300.yaml	outputs/thesis_main_seen_repeat15/forums/seed300	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed400	forums	400	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed400.yaml	outputs/thesis_main_seen_repeat15/forums/seed400	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed500	forums	500	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed500.yaml	outputs/thesis_main_seen_repeat15/forums/seed500	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed600	forums	600	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed600.yaml	outputs/thesis_main_seen_repeat15/forums/seed600	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_forums_seed700	forums	700	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_forums_seed700.yaml	outputs/thesis_main_seen_repeat15/forums/seed700	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed42	microblog	42	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed42.yaml	outputs/thesis_main_seen_repeat15/microblog/seed42	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed123	microblog	123	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed123.yaml	outputs/thesis_main_seen_repeat15/microblog/seed123	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed456	microblog	456	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed456.yaml	outputs/thesis_main_seen_repeat15/microblog/seed456	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed789	microblog	789	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed789.yaml	outputs/thesis_main_seen_repeat15/microblog/seed789	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed1024	microblog	1024	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed1024.yaml	outputs/thesis_main_seen_repeat15/microblog/seed1024	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed2048	microblog	2048	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed2048.yaml	outputs/thesis_main_seen_repeat15/microblog/seed2048	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed4096	microblog	4096	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed4096.yaml	outputs/thesis_main_seen_repeat15/microblog/seed4096	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed8192	microblog	8192	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed8192.yaml	outputs/thesis_main_seen_repeat15/microblog/seed8192	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed100	microblog	100	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed100.yaml	outputs/thesis_main_seen_repeat15/microblog/seed100	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed200	microblog	200	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed200.yaml	outputs/thesis_main_seen_repeat15/microblog/seed200	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed300	microblog	300	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed300.yaml	outputs/thesis_main_seen_repeat15/microblog/seed300	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed400	microblog	400	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed400.yaml	outputs/thesis_main_seen_repeat15/microblog/seed400	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed500	microblog	500	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed500.yaml	outputs/thesis_main_seen_repeat15/microblog/seed500	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed600	microblog	600	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed600.yaml	outputs/thesis_main_seen_repeat15/microblog/seed600	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
r23_e1_r15_microblog_seed700	microblog	700	configs/experiments/single_node_tuning_round23_dynamic/thesis_main_seen_repeat15/r23_e1_r15_microblog_seed700.yaml	outputs/thesis_main_seen_repeat15/microblog/seed700	round23	all6	round23_controller_1200_all6_top1_delta_m0005_extratrees_broad_no_dataset
